Price,Bedrooms,Bathrooms,Square Footage,Latitude,Longitude,Acreage,Garage,Parking,Fireplace,Heating,Waterfront,Sewer,Pool,Garden,Balcony
678000.0,1.0,1.0,548.0,49.277056,-123.128843,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
549000.0,1.0,1.0,500.0,49.2776305,-123.1229582,0.0,Yes,Yes,No,radiant,No,none,No,No,No
1550000.0,3.0,2.0,1245.0,49.2649395,-123.1502412,0.0,Yes,Yes,No,radiant,No,none,No,No,No
490000.0,1.0,1.0,655.0,49.278854,-123.0974024,0.0,No,No,No,radiant,No,none,No,No,No
1188000.0,2.0,2.0,1047.0,49.2734689,-123.1163625,0.0,Yes,Yes,No,radiant,No,none,No,No,No
499000.0,1.0,1.0,450.0,49.2817925,-123.104127,0.0,No,No,No,radiant,No,none,No,No,No
669000.0,1.0,1.0,660.0,49.2832148,-123.1165335,0.0,Yes,Yes,No,radiant,No,none,No,No,No
525000.0,0.0,1.0,473.0,49.2789566,-123.1220866,0.0,No,No,No,radiant,No,none,No,No,No
2688000.0,7.0,6.0,3228.0,49.2257761,-123.0741297,0.12,Yes,No,Yes,radiant,No,none,No,No,No
2100000.0,0.0,3.0,2689.0,49.280027,-123.071359,0.09,Yes,Yes,No,radiant,No,none,No,No,No
1858000.0,2.0,2.0,1059.0,49.2326008,-123.1158137,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
899500.0,1.0,1.0,652.0,49.2731529,-123.1304357,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
2399000.0,3.0,2.0,1459.0,49.2907836,-123.1297778,0.0,Yes,Yes,No,forced air,No,none,No,No,No
1599000.0,2.0,2.0,1175.0,49.2720791,-123.1203769,0.0,Yes,Yes,No,boiler,No,none,No,No,No
1998000.0,3.0,3.0,1418.0,49.2584137,-123.1120131,0.0,Yes,Yes,No,radiant,No,none,No,No,No
599900.0,1.0,1.0,501.0,49.2794889,-123.124186,0.0,Yes,Yes,No,radiant,No,none,No,No,No
1178000.0,2.0,2.0,1007.0,49.259344,-123.1485702,0.0,No,No,Yes,radiant,No,none,No,No,No
720000.0,1.0,1.0,491.0,49.2696596,-123.1099025,0.0,No,No,No,heat pump,No,none,No,No,No
599900.0,1.0,1.0,704.0,49.2357428,-123.029469,0.0,Yes,Yes,No,radiant,No,none,No,No,No
1850000.0,2.0,2.0,1143.0,49.2745896,-123.1275628,0.0,Yes,Yes,No,forced air,No,none,No,No,No
1799900.0,5.0,2.0,2200.0,49.2386694,-123.0702984,0.1,Yes,Yes,Yes,forced air,No,none,No,No,No
1249000.0,2.0,2.0,1057.0,49.2685462,-123.1127019,0.0,Yes,No,No,boiler,No,none,No,No,No
1368000.0,2.0,2.0,1079.0,49.2734779,-123.119967,0.0,Yes,Yes,Yes,radiant,No,none,No,No,No
688800.0,1.0,1.0,647.0,49.2790454,-123.1169536,0.0,Yes,Yes,No,radiant,No,none,No,No,No
1999900.0,2.0,2.0,1753.0,49.2861685,-123.1159121,0.0,Yes,No,No,radiant,No,none,No,No,No
1138000.0,3.0,2.0,1310.0,49.274261,-123.100494,0.0,Yes,No,Yes,radiant,No,none,No,No,No
2488000.0,3.0,2.0,1278.0,49.2326008,-123.1158137,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
599000.0,1.0,1.0,649.0,49.2799278,-123.1066048,0.0,Yes,Yes,Yes,forced air,No,none,No,No,No
1438000.0,2.0,2.0,1059.0,49.2113352,-123.1165317,0.0,Yes,No,No,heat pump,No,none,No,No,No
739000.0,1.0,1.0,652.0,49.2873738,-123.139378,0.0,Yes,Yes,No,boiler,No,none,No,No,No
4598000.0,2.0,3.0,2483.0,49.2903643,-123.1236986,0.0,Yes,Yes,Yes,heat pump,No,none,No,No,No
589900.0,1.0,1.0,490.0,49.2583197,-123.0556227,0.0,Yes,Yes,No,forced air,No,none,No,No,No
575000.0,1.0,1.0,500.0,49.2688492,-123.1012085,0.0,Yes,Yes,No,forced air,No,none,No,No,No
575000.0,1.0,1.0,536.0,49.2622014,-123.094448,0.0,No,No,No,radiant,No,none,No,No,No
2299000.0,5.0,4.0,2069.0,49.2733793,-123.0653422,0.06,Yes,Yes,Yes,forced air,No,none,No,No,No
1699900.0,3.0,3.0,2030.0,49.2741097,-123.1012333,0.0,Yes,Yes,Yes,radiant,No,none,No,No,No
548000.0,1.0,1.0,484.0,49.2770193,-123.1297349,0.0,No,No,No,radiant,No,none,No,No,No
1199000.0,2.0,2.0,986.0,49.2745896,-123.1275628,0.0,Yes,No,Yes,forced air,No,none,No,No,No
598000.0,1.0,1.0,672.0,49.278837,-123.1280647,0.0,Yes,Yes,No,forced air,No,none,No,No,No
1649000.0,5.0,3.0,2034.0,49.2796597,-123.0723447,0.09,Yes,No,No,radiant,No,none,No,No,No
998000.0,2.0,2.0,815.0,49.277056,-123.128843,0.0,Yes,Yes,No,radiant,No,none,No,No,No
598000.0,0.0,1.0,539.0,49.2832148,-123.1165335,0.0,Yes,Yes,No,radiant,No,none,No,No,No
899900.0,2.0,2.0,1161.0,49.2825246,-123.1079584,0.0,Yes,Yes,No,boiler,No,none,No,No,No
539000.0,1.0,1.0,543.0,49.2825606,-123.1062783,0.0,No,No,No,boiler,No,none,No,No,No
2448000.0,4.0,3.0,2382.0,49.2390694,-123.0849611,0.08,No,No,Yes,heat pump,No,none,No,No,No
928000.0,2.0,2.0,887.0,49.2791605,-123.1070402,0.0,Yes,No,Yes,radiant,No,none,No,No,No
1399000.0,4.0,3.0,2467.0,49.2164883,-123.0400649,0.0,Yes,Yes,Yes,forced air,No,none,No,No,No
1599900.0,3.0,2.0,1158.0,49.2497582,-123.1177527,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
1055600.0,2.0,2.0,754.0,49.2497582,-123.1177527,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
1199000.0,2.0,3.0,1064.0,49.2583612,-123.1462131,0.0,No,No,Yes,boiler,No,none,No,No,No
860000.0,1.0,1.0,615.0,49.2749667,-123.1153764,0.0,Yes,No,No,forced air,No,none,No,No,No
1998000.0,2.0,2.0,1205.0,49.2923591,-123.1326009,0.0,Yes,Yes,No,forced air,No,none,No,No,No
988000.0,2.0,2.0,771.0,49.213292,-123.1169182,0.0,Yes,Yes,No,forced air,No,none,No,No,No
688000.0,1.0,1.0,564.0,49.2688492,-123.1012085,0.0,Yes,Yes,No,forced air,No,none,No,No,No
850000.0,1.0,1.0,703.0,49.2696006,-123.1072777,0.0,Yes,Yes,No,radiant,No,none,No,No,No
709000.0,1.0,1.0,530.0,49.277056,-123.128843,0.0,Yes,Yes,Yes,heat pump,No,none,No,No,No
1799900.0,3.0,3.0,1454.0,49.2107566,-123.1381231,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
1749900.0,3.0,3.0,1388.0,49.2106871,-123.1392787,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
1319900.0,3.0,2.0,1001.0,49.2105244,-123.1392841,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
719900.0,1.0,1.0,523.0,49.2105096,-123.1392846,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
2585000.0,2.0,3.0,1615.0,49.2757357,-123.1316653,0.0,Yes,Yes,Yes,radiant,No,none,No,No,No
1489900.0,3.0,3.0,1154.0,49.21048,-123.1392856,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
1599000.0,2.0,2.0,1110.0,49.2744358,-123.1119599,0.0,Yes,Yes,Yes,radiant,No,none,No,No,No
1088888.0,2.0,2.0,1020.0,49.2652488,-123.148954,0.0,Yes,Yes,Yes,radiant,No,none,No,No,No
585000.0,1.0,1.0,555.0,49.248887,-123.0756752,0.0,Yes,Yes,No,radiant,No,none,No,No,No
1398000.0,2.0,3.0,1100.0,49.2796896,-123.1197683,0.0,Yes,Yes,Yes,radiant,No,none,No,No,No
3180000.0,2.0,2.0,1642.0,49.2892582,-123.1209715,0.0,Yes,Yes,Yes,forced air,No,none,No,No,No
729900.0,2.0,2.0,771.0,49.2113352,-123.1165317,0.0,Yes,Yes,No,radiant,No,none,No,No,No
1250000.0,1.0,2.0,1044.0,49.2832148,-123.1165335,0.0,Yes,Yes,No,radiant,No,none,No,No,No
1625000.0,5.0,2.0,2231.0,49.2387406,-123.0464147,0.08,Yes,No,Yes,forced air,No,none,No,No,No
470000.0,0.0,1.0,397.0,49.2817925,-123.104127,0.0,No,No,No,radiant,No,none,No,No,No
440000.0,1.0,1.0,383.0,49.2817925,-123.104127,0.0,No,No,No,radiant,No,none,No,No,No
1551900.0,1.0,2.0,850.0,49.2776934,-123.1147757,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
954900.0,1.0,1.0,527.0,49.2776934,-123.1147757,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
1899900.0,3.0,2.0,1012.0,49.2776934,-123.1147757,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
738000.0,1.0,1.0,589.0,49.2895001,-123.1262955,0.0,Yes,Yes,No,radiant,No,none,No,No,No
1468000.0,4.0,3.0,1162.0,49.2076096,-123.1201881,0.0,Yes,No,No,radiant,No,none,No,No,No
2098800.0,2.0,2.0,1094.0,49.2897441,-123.1313823,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
788800.0,1.0,1.0,626.0,49.2625336,-123.0592146,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
4588000.0,5.0,7.0,3847.0,49.2169991,-123.134696,0.12,Yes,Yes,Yes,boiler,No,none,No,No,No
1195000.0,2.0,2.0,920.0,49.2744358,-123.1119599,0.0,Yes,No,No,radiant,No,none,No,No,No
3998000.0,5.0,5.0,2909.0,49.2495598,-123.0973946,0.09,Yes,No,Yes,boiler,No,none,No,No,No
499000.0,1.0,1.0,483.0,49.209979,-123.1159757,0.0,Yes,Yes,No,alt heat,No,none,No,No,No
1473900.0,2.0,2.0,848.0,49.2776934,-123.1147757,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
2390000.0,6.0,4.0,2064.0,49.2314275,-123.0616574,0.09,Yes,No,Yes,heat pump,No,none,No,No,No
599000.0,1.0,1.0,677.0,49.2749674,-123.1173872,0.0,Yes,Yes,No,radiant,No,none,No,No,No
969000.0,2.0,2.0,968.0,49.2889903,-123.1275322,0.0,Yes,Yes,No,radiant,No,none,No,No,No
699000.0,1.0,1.0,683.0,49.26957,-123.1160502,0.0,Yes,Yes,Yes,radiant,No,none,No,No,No
1368000.0,4.0,3.0,1400.0,49.2205168,-123.0260758,0.06,No,No,Yes,radiant,No,none,No,No,No
1239000.0,2.0,1.0,1140.0,49.2586755,-123.116542,0.0,Yes,Yes,No,radiant,No,none,No,No,No
579900.0,1.0,1.0,580.0,49.2058336,-123.0378271,0.0,Yes,Yes,No,boiler,No,none,No,No,No
699000.0,1.0,1.0,603.0,49.2873722,-123.1263375,0.0,Yes,Yes,No,radiant,No,none,No,No,No
948000.0,2.0,2.0,835.0,49.2625336,-123.0592146,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
798000.0,1.0,1.0,548.0,49.2760391,-123.1264715,0.0,Yes,Yes,No,radiant,No,none,No,No,No
3588000.0,3.0,3.0,2504.0,49.2791238,-123.1265586,0.0,Yes,No,No,alt heat,No,none,No,No,No
728000.0,1.0,1.0,681.0,49.2889903,-123.1275322,0.0,Yes,No,No,radiant,No,none,No,No,No
1499900.0,4.0,3.0,1228.0,49.2736948,-123.0652402,0.09,No,No,Yes,heat pump,No,none,No,No,No
629000.0,1.0,1.0,620.0,49.2809649,-123.0733073,0.0,Yes,Yes,No,radiant,No,none,No,No,No
719000.0,1.0,1.0,581.0,49.2749484,-123.1140814,0.0,No,No,No,forced air,No,none,No,No,No
889000.0,2.0,2.0,851.0,49.2755788,-123.1278306,0.0,Yes,Yes,No,boiler,No,none,No,No,No
1449900.0,3.0,2.0,1082.0,49.2616057,-123.0577622,0.0,Yes,No,No,forced air,No,none,No,No,No
829000.0,1.0,2.0,833.0,49.2792492,-123.1216261,0.0,Yes,Yes,No,radiant,No,none,No,No,No
2499900.0,4.0,3.0,1918.0,49.2142717,-123.1297095,0.16,No,Yes,Yes,radiant,No,none,No,No,No
749000.0,1.0,1.0,515.0,49.2750138,-123.1308359,0.0,Yes,No,No,forced air,No,none,No,No,No
2799000.0,7.0,7.0,3031.0,49.21781,-123.100172,0.08,Yes,Yes,Yes,radiant,No,none,No,No,No
638888.0,1.0,1.0,616.0,49.2048295,-123.1308492,0.0,Yes,Yes,No,forced air,No,none,No,No,No
1199900.0,3.0,2.0,1018.0,49.2138783,-123.1288451,0.0,No,No,Yes,heat pump,No,none,No,No,No
2299900.0,2.0,3.0,1326.0,49.2837434,-123.1358367,0.0,Yes,No,No,forced air,No,none,No,No,No
19800000.0,6.0,7.0,8401.0,49.2543238,-123.1303754,0.68,Yes,Yes,Yes,boiler,No,none,No,No,No
4500000.0,4.0,2.0,2685.0,49.2251908,-123.1404801,0.28,Yes,No,Yes,forced air,No,none,No,No,No
3585000.0,2.0,3.0,1855.0,49.2855235,-123.1408222,0.0,Yes,No,Yes,heat pump,No,none,No,No,No
2550000.0,2.0,3.0,1955.0,49.2694179,-123.1398383,0.0,Yes,No,No,radiant,No,none,No,No,No
535000.0,0.0,1.0,473.0,49.2789566,-123.1220866,0.0,Yes,Yes,No,radiant,No,none,No,No,No
1578000.0,3.0,3.0,1450.0,49.2276189,-123.085611,0.09,Yes,No,No,heat pump,No,none,No,No,No
498000.0,0.0,1.0,482.0,49.2821073,-123.103728,0.0,Yes,Yes,No,radiant,No,none,No,No,No
759900.0,2.0,2.0,821.0,49.2778739,-123.1265208,0.0,Yes,Yes,No,radiant,No,none,No,No,No
1588000.0,3.0,4.0,1789.0,49.2758036,-123.0436629,0.1,Yes,Yes,Yes,radiant,No,none,No,No,No
2598000.0,3.0,3.0,1860.0,49.2489515,-123.1346722,0.0,No,No,Yes,boiler,No,none,No,No,No
570000.0,1.0,1.0,539.0,49.2840532,-123.1132837,0.0,Yes,Yes,No,radiant,No,none,No,No,No
2149000.0,2.0,2.0,1187.0,49.2879752,-123.1208458,0.0,Yes,No,Yes,forced air,No,none,No,No,No
5490000.0,8.0,5.0,5447.0,49.2371885,-123.1197167,0.19,Yes,Yes,Yes,forced air,No,none,No,No,No
599000.0,1.0,1.0,615.0,49.2781517,-123.1105496,0.0,No,No,No,radiant,No,none,No,No,No
699900.0,1.0,1.0,656.0,49.2601824,-123.1440705,0.0,Yes,Yes,No,boiler,No,none,No,No,No
540000.0,1.0,1.0,635.0,49.278837,-123.1280647,0.0,Yes,Yes,No,forced air,No,none,No,No,No
1499888.0,4.0,2.0,2052.0,49.2381286,-123.0461873,0.08,No,No,Yes,forced air,No,none,No,No,No
7750000.0,5.0,5.0,3791.0,49.2764661,-123.1491482,0.08,Yes,No,Yes,forced air,No,none,No,No,No
699999.0,2.0,2.0,838.0,49.235968,-123.0279816,0.0,Yes,No,No,radiant,No,none,No,No,No
2100000.0,6.0,3.0,2265.0,49.2800295,-123.0716367,0.09,Yes,No,Yes,forced air,No,none,No,No,No
2100000.0,4.0,2.0,2255.0,49.2800356,-123.0719104,0.09,Yes,No,Yes,forced air,No,none,No,No,No
1988000.0,5.0,4.0,1920.0,49.2177399,-123.0466717,0.12,Yes,No,Yes,radiant,No,none,No,No,No
716000.0,2.0,2.0,759.0,49.2682103,-123.0437686,0.0,Yes,Yes,No,radiant,No,none,No,No,No
2048000.0,5.0,4.0,1862.0,49.2175367,-123.0467423,0.0,Yes,No,Yes,radiant,No,none,No,No,No
524800.0,0.0,1.0,455.0,49.267624,-123.1140825,0.0,Yes,Yes,No,radiant,No,none,No,No,No
539900.0,1.0,1.0,494.0,49.209979,-123.1159757,0.0,Yes,Yes,No,radiant,No,none,No,No,No
719000.0,1.0,1.0,536.0,49.2750138,-123.1308359,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
8500000.0,16.0,8.0,6542.0,49.2638723,-123.1057348,0.28,No,No,No,forced air,No,none,No,No,No
1528000.0,2.0,2.0,972.0,49.2696596,-123.1099025,0.0,Yes,Yes,No,forced air,No,none,No,No,No
779900.0,1.0,1.0,557.0,49.2750138,-123.1308359,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
7380000.0,6.0,8.0,5512.0,49.248528,-123.1352134,0.18,Yes,No,Yes,radiant,No,none,No,No,No
1998000.0,3.0,4.0,1613.0,49.2612192,-123.0845319,0.09,Yes,No,Yes,heat pump,No,none,No,No,No
949000.0,4.0,2.0,1419.0,49.2240093,-123.0279904,0.0,No,No,No,forced air,No,none,No,No,No
1478000.0,3.0,2.0,1729.0,49.2493366,-123.0661993,0.08,Yes,Yes,Yes,forced air,No,none,No,No,No
1349000.0,1.0,2.0,995.0,49.2783438,-123.1350908,0.0,Yes,Yes,No,radiant,No,none,No,No,No
788800.0,2.0,2.0,840.0,49.248887,-123.0756752,0.0,Yes,Yes,No,radiant,No,none,No,No,No
1828000.0,4.0,4.0,1786.0,49.2209325,-123.0798159,0.11,Yes,No,Yes,forced air,No,none,No,No,No
738800.0,1.0,1.0,576.0,49.2696259,-123.1085956,0.0,Yes,Yes,No,boiler,No,none,No,No,No
2449900.0,3.0,3.0,1583.0,49.2492969,-123.1098906,0.0,Yes,No,No,forced air,No,none,No,No,No
1798000.0,5.0,3.0,2352.0,49.2406525,-123.0718254,0.09,Yes,Yes,Yes,forced air,No,none,No,No,No
1899000.0,3.0,4.0,2008.0,49.2493308,-123.0654338,0.0,No,No,Yes,heat pump,No,none,No,No,No
649000.0,1.0,1.0,579.0,49.2804173,-123.1189149,0.0,Yes,Yes,Yes,radiant,No,none,No,No,No
699000.0,1.0,1.0,462.0,49.2783152,-123.1284659,0.0,No,No,No,forced air,No,none,No,No,No
688000.0,1.0,1.0,620.0,49.270484,-123.1021085,0.0,Yes,Yes,No,radiant,No,none,No,No,No
2990000.0,2.0,3.0,2125.0,49.2737976,-123.1179724,0.0,Yes,Yes,Yes,radiant,No,none,No,No,No
1899900.0,3.0,3.0,1239.0,49.2490011,-123.109547,0.0,Yes,Yes,No,forced air,No,none,No,No,No
775000.0,1.0,1.0,783.0,49.2667665,-123.0971654,0.0,No,No,No,radiant,No,none,No,No,No
1798000.0,3.0,4.0,1421.0,49.2240708,-123.1282773,0.0,Yes,Yes,No,forced air,No,none,No,No,No
1495000.0,3.0,2.0,1329.0,49.2502956,-123.0875747,0.14,No,No,No,radiant,No,none,No,No,No
1380000.0,2.0,2.0,1339.0,49.2293313,-123.1187868,0.0,Yes,Yes,Yes,forced air,No,none,No,No,No
895000.0,2.0,2.0,760.0,49.2114397,-123.0957159,0.0,Yes,Yes,No,forced air,No,none,No,No,No
575000.0,1.0,1.0,475.0,49.2696006,-123.1072777,0.0,Yes,Yes,No,radiant,No,none,No,No,No
1888800.0,3.0,2.0,982.0,49.2380584,-123.1157163,0.0,Yes,Yes,No,forced air,No,none,No,No,No
575000.0,1.0,1.0,507.0,49.2786425,-123.1098451,0.0,Yes,Yes,No,radiant,No,none,No,No,No
1598000.0,2.0,2.0,1077.0,49.2720792,-123.1203769,0.0,Yes,Yes,No,boiler,No,none,No,No,No
1798000.0,4.0,4.0,1799.0,49.2209325,-123.0798159,0.11,Yes,No,Yes,forced air,No,none,No,No,No
538000.0,1.0,1.0,451.0,49.2113352,-123.1165317,0.0,No,Yes,No,alt heat,No,none,No,No,No
499000.0,1.0,1.0,598.0,49.2821073,-123.103728,0.0,Yes,Yes,No,radiant,No,none,No,No,No
1638000.0,4.0,2.0,1655.0,49.2150713,-123.0928492,0.08,No,No,No,forced air,No,none,No,No,No
1799900.0,3.0,4.0,1740.0,49.2339416,-123.0672415,0.1,Yes,No,Yes,radiant,No,none,No,No,No
1195000.0,2.0,2.0,969.0,49.2483547,-123.1161922,0.0,Yes,No,No,heat pump,No,none,No,No,No
2549000.0,3.0,2.0,1700.0,49.2755574,-123.1012592,0.0,Yes,Yes,Yes,heat pump,No,none,No,No,No
1539800.0,3.0,3.0,1312.0,49.2795773,-123.0626189,0.07,No,No,Yes,heat pump,No,none,No,No,No
1299000.0,3.0,3.0,1230.0,49.2165201,-123.129695,0.0,Yes,Yes,No,forced air,No,none,No,No,No
688000.0,1.0,1.0,581.0,49.2755788,-123.1278306,0.0,Yes,No,No,radiant,No,none,No,No,No
2650000.0,5.0,2.0,2420.0,49.2192356,-123.0796747,0.19,Yes,No,Yes,forced air,No,none,No,No,No
1539800.0,3.0,3.0,1315.0,49.2794733,-123.0625966,0.07,No,No,Yes,heat pump,No,none,No,No,No
1228000.0,2.0,2.0,830.0,49.2783152,-123.1284659,0.0,Yes,Yes,No,forced air,No,none,No,No,No
759000.0,1.0,1.0,665.0,49.2771019,-123.1218745,0.0,Yes,Yes,No,radiant,No,none,No,No,No
899900.0,1.0,1.0,625.0,49.2492249,-123.1091759,0.0,Yes,No,No,forced air,No,none,No,No,No
525000.0,1.0,1.0,572.0,49.277896,-123.0986379,0.0,Yes,Yes,No,radiant,No,none,No,No,No
1298000.0,2.0,2.0,1030.0,49.2788252,-123.1077788,0.0,Yes,Yes,Yes,radiant,No,none,No,No,No
12988000.0,12.0,12.0,12195.0,49.2547296,-123.1417142,0.62,Yes,No,Yes,boiler,No,none,No,No,No
799000.0,1.0,1.0,586.0,49.2699242,-123.1041392,0.0,Yes,No,No,heat pump,No,none,No,No,No
2425000.0,6.0,4.0,2400.0,49.2184411,-123.0655526,0.11,Yes,No,Yes,radiant,No,none,No,No,No
1899999.0,3.0,4.0,1606.0,49.2341906,-123.099042,0.0,Yes,No,Yes,radiant,No,none,No,No,No
1249800.0,2.0,2.0,1055.0,49.2759514,-123.1169513,0.0,Yes,Yes,Yes,radiant,No,none,No,No,No
2098000.0,3.0,2.0,2374.0,49.236901,-123.0978183,0.09,No,No,Yes,forced air,No,none,No,No,No
999000.0,2.0,2.0,892.0,49.2791605,-123.1070402,0.0,Yes,Yes,Yes,radiant,No,none,No,No,No
599000.0,1.0,1.0,589.0,49.2599787,-123.0959477,0.0,Yes,Yes,No,radiant,No,none,No,No,No
1798000.0,4.0,4.0,1843.0,49.2541831,-123.0265784,0.1,Yes,No,No,heat pump,No,none,No,No,No
848000.0,2.0,2.0,976.0,49.2803562,-123.1082598,0.0,Yes,Yes,Yes,boiler,No,none,No,No,No
559999.0,0.0,1.0,471.0,49.2759514,-123.1169513,0.0,No,No,Yes,radiant,No,none,No,No,No
579900.0,1.0,1.0,530.0,49.2769399,-123.1153758,0.0,No,No,No,boiler,No,none,No,No,No
798000.0,2.0,2.0,747.0,49.2112675,-123.0897125,0.0,Yes,Yes,No,forced air,No,none,No,No,No
3499800.0,2.0,3.0,1752.0,49.290593,-123.1238861,0.0,Yes,No,Yes,forced air,No,none,No,No,No
990990.0,2.0,2.0,939.0,49.2788052,-123.111556,0.0,Yes,Yes,No,radiant,No,none,No,No,No
999900.0,2.0,2.0,1016.0,49.2652932,-123.120472,0.0,Yes,Yes,Yes,radiant,No,none,No,No,No
1898000.0,3.0,2.0,1633.0,49.2242182,-123.1142379,0.0,Yes,No,Yes,forced air,No,none,No,No,No
615000.0,0.0,1.0,490.0,49.2777455,-123.1180054,0.0,Yes,No,No,radiant,No,none,No,No,No
1099790.0,2.0,1.0,811.0,49.2707257,-123.1037511,0.0,Yes,Yes,No,forced air,No,none,No,No,No
1599000.0,3.0,2.0,1476.0,49.287872,-123.1282303,0.0,Yes,No,No,radiant,No,none,No,No,No
1523000.0,4.0,4.0,1378.0,49.2617217,-123.082581,0.09,Yes,Yes,Yes,radiant,No,none,No,No,No
1549000.0,3.0,4.0,1443.0,49.2451637,-123.0623591,0.09,Yes,No,No,boiler,No,none,No,No,No
2199000.0,5.0,4.0,1825.0,49.228198,-123.1050268,0.1,Yes,No,Yes,forced air,No,none,No,No,No
1529000.0,4.0,4.0,1512.0,49.2451056,-123.0248992,0.09,Yes,No,No,radiant,No,none,No,No,No
700000.0,1.0,1.0,670.0,49.2671908,-123.0739265,0.0,Yes,Yes,Yes,radiant,No,none,No,No,No
1199000.0,2.0,2.0,1172.0,49.2824259,-123.1253031,0.0,Yes,Yes,No,forced air,No,none,No,No,No
799000.0,1.0,1.0,744.0,49.2825246,-123.1079584,0.0,Yes,Yes,No,radiant,No,none,No,No,No
629900.0,1.0,1.0,599.0,49.2053805,-123.039164,0.0,Yes,Yes,No,boiler,No,none,No,No,No
1798000.0,4.0,4.0,2087.0,49.2710707,-123.0368536,0.0,No,Yes,Yes,radiant,No,none,No,No,No
1158000.0,6.0,3.0,2005.0,49.2323698,-123.0341809,0.0,Yes,No,No,radiant,No,none,No,No,No
799000.0,2.0,2.0,830.0,49.2797254,-123.1001717,0.0,Yes,Yes,No,radiant,No,none,No,No,No
988000.0,2.0,2.0,1151.0,49.2803196,-123.1197318,0.0,Yes,Yes,No,radiant,No,none,No,No,No
828800.0,1.0,1.0,544.0,49.2229292,-123.1168872,0.0,Yes,Yes,No,forced air,No,none,No,No,No
565000.0,1.0,1.0,671.0,49.278837,-123.1280647,0.0,Yes,Yes,No,forced air,No,none,No,No,No
749000.0,1.0,1.0,758.0,49.2784192,-123.1309161,0.0,Yes,No,Yes,boiler,No,none,No,No,No
1129000.0,2.0,2.0,847.0,49.2751104,-123.1337739,0.0,Yes,Yes,No,radiant,No,none,No,No,No
1263000.0,2.0,2.0,933.0,49.2173455,-123.1126838,0.0,Yes,Yes,No,forced air,No,none,No,No,No
650000.0,1.0,1.0,758.0,49.2807959,-123.108685,0.0,No,Yes,No,radiant,No,none,No,No,No
890000.0,2.0,1.0,711.0,49.2520223,-123.0665878,0.0,Yes,Yes,No,radiant,No,none,No,No,No
995000.0,2.0,2.0,912.0,49.2628157,-123.0040913,0.0,Yes,Yes,No,radiant,No,none,No,No,No
595000.0,1.0,1.0,745.0,49.2825246,-123.1079584,0.0,No,No,No,boiler,No,none,No,No,No
2498000.0,6.0,6.0,2707.0,49.232155,-123.0802466,0.09,Yes,No,No,radiant,No,none,No,No,No
569995.0,1.0,1.0,686.0,49.265903,-123.0917902,0.0,Yes,No,No,boiler,No,none,No,No,No
3450000.0,2.0,2.0,1597.0,49.2335965,-123.1102996,0.12,No,No,No,radiant,No,none,No,No,No
3450000.0,2.0,2.0,1597.0,49.2336031,-123.1104918,0.12,No,No,No,radiant,No,none,No,No,No
2799000.0,7.0,4.0,3428.0,49.2210779,-123.0485474,0.13,No,No,Yes,radiant,No,none,No,No,No
2999000.0,5.0,8.0,3401.0,49.219781,-123.0745223,0.11,Yes,No,Yes,radiant,No,none,No,No,No
1998000.0,4.0,4.0,2197.0,49.2555056,-123.0452876,0.12,Yes,No,Yes,radiant,No,none,No,No,No
2428000.0,6.0,3.0,2258.0,49.213986,-123.1093355,0.11,Yes,No,Yes,forced air,No,none,No,No,No
549000.0,1.0,1.0,669.0,49.2059858,-123.1382736,0.0,Yes,Yes,Yes,boiler,No,none,No,No,No
1775900.0,2.0,2.0,1196.0,49.2368416,-123.1238924,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
2175900.0,3.0,3.0,1549.0,49.2368416,-123.1238924,0.0,Yes,Yes,No,heat pump,No,none,No,No,No
1949000.0,6.0,5.0,2175.0,49.2907781,-123.0250019,0.14,Yes,Yes,Yes,radiant,No,none,No,No,No
3500000.0,9.0,8.0,5385.0,49.2158828,-123.0526483,0.22,Yes,No,Yes,radiant,No,none,No,No,No
1650000.0,2.0,2.0,1155.0,49.2831808,-123.1349433,0.0,Yes,Yes,No,boiler,No,none,No,No,No
533900.0,0.0,1.0,485.0,49.2895001,-123.1262955,0.0,Yes,Yes,No,radiant,No,none,No,No,No
899000.0,2.0,2.0,805.0,49.2761893,-123.12245,0.0,Yes,Yes,No,radiant,No,none,No,No,No
