Price,Bedrooms,Bathrooms,Square Footage,Latitude,Longitude,Acreage,Garage,Parking,Fireplace,Waterfront,Pool,Garden,Balcony,neighbourhood_Downtown,neighbourhood_Dunbar-Southlands,neighbourhood_Fairview,neighbourhood_Grandview-Woodland,neighbourhood_Hastings-Sunrise,neighbourhood_Kensington-Cedar Cottage,neighbourhood_Kerrisdale,neighbourhood_Killarney,neighbourhood_Kitsilano,neighbourhood_Marpole,neighbourhood_Mount Pleasant,neighbourhood_Oakridge,neighbourhood_Renfrew-Collingwood,neighbourhood_Riley Park,neighbourhood_Shaughnessy,neighbourhood_South Cambie,neighbourhood_Strathcona,neighbourhood_Sunset,neighbourhood_Victoria-Fraserview,neighbourhood_West End,neighbourhood_West Point Grey
595000.0,1.0,1.0,606.0,49.2773815,-123.1273306,0.0,1,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1868888.0,3.0,3.0,1562.0,49.2337592,-123.1100599,0.0,1,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3988000.0,4.0,3.0,3292.0,49.2420946,-123.1870348,0.15,1,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6500000.0,3.0,5.0,4835.0,49.2468958,-123.1455245,0.25,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
915000.0,2.0,2.0,746.0,49.2689672,-123.0704552,0.0,1,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1688000.0,2.0,3.0,1184.0,49.2264236,-123.1228577,0.0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
785000.0,1.0,1.0,754.0,49.2672399,-123.0957596,0.0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1249000.0,2.0,2.0,915.0,49.2749667,-123.1153764,0.0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
659000.0,1.0,1.0,599.0,49.2780963,-123.1156255,0.0,1,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1499999.0,4.0,2.0,1624.0,49.2529857,-123.0756326,0.08,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
768000.0,1.0,1.0,716.0,49.2354608,-123.0274905,0.0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1099000.0,2.0,2.0,854.0,49.2689672,-123.0704552,0.0,1,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
949000.0,2.0,2.0,876.0,49.278458,-123.1295091,0.0,1,1,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
899000.0,2.0,2.0,1012.0,49.2756184,-123.1341972,0.0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
899000.0,2.0,2.0,1022.0,49.2841489,-123.0584947,0.0,1,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2298000.0,5.0,2.0,2434.0,49.2377767,-123.096275,0.09,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
569000.0,1.0,1.0,538.0,49.2794889,-123.124186,0.0,1,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
749900.0,1.0,1.0,888.0,49.2481865,-123.1571901,0.0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
878900.0,2.0,1.0,759.0,49.2099601,-123.1297902,0.0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
918000.0,2.0,2.0,1046.0,49.206689,-123.0376945,0.0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1598000.0,2.0,2.0,956.0,49.2834893,-123.135771,0.0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2875000.0,5.0,3.0,2534.0,49.2512862,-123.1188459,0.09,1,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
499900.0,1.0,1.0,474.0,49.235968,-123.0279816,0.0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2550000.0,3.0,4.0,1810.0,49.2521907,-123.1824969,0.0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1800000.0,5.0,2.0,2063.0,49.2602494,-123.0758352,0.09,1,1,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3499900.0,6.0,3.0,1968.0,49.239776,-123.0390521,0.09,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1639900.0,3.0,4.0,1507.0,49.2569122,-123.0809244,0.15,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1298000.0,2.0,3.0,1106.0,49.2627393,-123.1055932,0.0,1,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
618800.0,1.0,1.0,544.0,49.277056,-123.128843,0.0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2749900.0,3.0,3.0,2458.0,49.2586076,-123.1352033,0.0,1,0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1568000.0,5.0,2.0,2543.0,49.279386,-123.0804933,0.07,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
568000.0,1.0,1.0,658.0,49.2689046,-123.1871765,0.0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
719000.0,1.0,1.0,600.0,49.2696259,-123.1085956,0.0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1148000.0,1.0,1.0,769.0,49.2734689,-123.1163625,0.0,1,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2098000.0,6.0,2.0,2236.0,49.218688,-123.0488409,0.11,1,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1600000.0,3.0,4.0,1540.0,49.2186875,-123.1010981,0.1,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1699000.0,5.0,3.0,2170.0,49.2512859,-123.0539415,0.09,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1108000.0,2.0,3.0,958.0,49.287292,-123.1238855,0.0,1,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1068000.0,2.0,2.0,1242.0,49.2056399,-123.0285991,0.0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
649000.0,1.0,1.0,704.0,49.2644225,-123.1494271,0.0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1448000.0,2.0,2.0,1076.0,49.2735353,-123.114101,0.0,1,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
799900.0,2.0,1.0,942.0,49.2523631,-123.1271141,0.0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
989898.0,2.0,2.0,1340.0,49.2684378,-123.1358284,0.0,1,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2399000.0,3.0,4.0,1547.0,49.2595383,-123.1830421,0.0,1,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1550000.0,3.0,3.0,1217.0,49.2735337,-123.0384071,0.0,1,0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
669900.0,1.0,1.0,615.0,49.2672399,-123.0957596,0.0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
568000.0,1.0,1.0,560.0,49.2840532,-123.1132837,0.0,1,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
608800.0,1.0,1.0,525.0,49.2385963,-123.0310474,0.0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
